name,address,city,state,zipcode,phone,hours,email,website,store_front,age_range,deliver,lat,lng,county
T.H.C. Vermont,14102 S Vermont Ave,Gardena,CA,90247,3105274341,"Open M-Th 10am - 7pm, F-Sa 10-8, Su 11-5",,,,,,33.9041783,-118.2915532,Los Angeles
GOD'S GIFT,8411 S Vermont Ave,Los Angeles,CA,90044,3237533056,11AM-8PM,,,,Yes,,33.9624211,-118.2917694,Los Angeles
Alternative Solutions Collective,7404 S Western Ave,Los Angeles,CA,90047,3237511555,Mon - Sun  10 - 8pm,,,Yes,,,33.972501,-118.30863,Los Angeles
Hollyweed Hollywood,1607 N El Centro Ave,Los Angeles,CA,90028,3234699873,12pm to 12am 7 days a week,info@hollyweed420.com,http://hollyweed420.com/cart/hw_index.php,Yes,,,34.1000965,-118.3238682,Los Angeles
Eden Therapy Collective,6757 Santa Monica Blvd,Los Angeles,CA,90038,3234638937,11am-11pm 365/year!!!!,,,,,,34.0907008,-118.3376675,Los Angeles
Mary Jane's Collective,4901 Melrose Ave,Los Angeles,CA,90004,3234666636,10am - 1am,hollywoodorganix@yahoo.com,http://laorganix.com/,Yes,,,34.083575,-118.3070911,Los Angeles
Hollywood THC  The Hollywood Collective Los Angeles 9am_3am,5322 Sunset Blvd,Los Angeles,CA,90027,3234659513,9AM-3AM,,,Yes,Yes,,34.0981148,-118.3059814,Los Angeles
Grateful Meds,744 N La Brea Ave,Los Angeles,CA,90038,3239399111,NEW HOURS: EVERY DAY 10am-8pm,,http://gratefulmeds.org/,Yes,,,34.0848349,-118.3440311,Los Angeles
Apothecary 420,330 N Western Ave,Los Angeles,CA,90004,3238360420,Mon-Thurs 11am to 8pm Fri-Sat 11am to 10pm Sun 12pm to 6pm,,,,,,34.0771019,-118.308763,Los Angeles
The Farmacy West Hollywood,7825 Santa Monica Blvd,West Hollywood,CA,90046,3238487981,Mon-Sat 10am to 7:45pm Sun 12pm to 7pm,,,,,,34.0908611,-118.3600038,Los Angeles
Colorado Caregivers,1121 Colorado Blvd,Los Angeles,CA,90041,3235508043,11am to 8pm,,,,,,34.137766,-118.190353,Los Angeles
KushMart,6410 Hollywood Blvd,Los Angeles,CA,90028,3234646465,Mon-Sat 11am to 10pm Sun 11am to 7pm,,,,,,34.101285,-118.330122,Los Angeles
Los Angeles Patients & Caregivers Group (LAPCG),7213 Santa Monica Blvd,West Hollywood,CA,90046,3238826033,"Mon-Sat 11-7, Sun 12-7",,,,,,34.0908316,-118.3467373,Los Angeles
The Farmacy,7825 Santa Monica Blvd,West Hollywood,CA,90046,3238487981,"Mon-Sat 10am-8pm, Sunday 12pm-7pm",,,,,,34.0908611,-118.3600038,Los Angeles
Healthy Wealthy and Wise ( H2W ),918 N La Cienega Blvd,Los Angeles,CA,90069,4242049380,12p-8p (Noon to 8pm Daily 7 Days a Week),tim@h2w.org,,Yes,,,34.0876249,-118.3764179,Los Angeles
California Herbal Healing Center,1437 S La Brea Ave,Los Angeles,CA,90019,8774205874,11am-11pm,chhc.meds@gmail.com,,,,,34.0468548,-118.3450776,Los Angeles
Zen Healing,8464 Santa Monica Blvd,West Hollywood,CA,90069,3236566611,11am to 8pm,,,,,,34.0897324,-118.3756572,Los Angeles
LA Organic Pharmacy,4911 Melrose Ave,Los Angeles,CA,90004,3234633920,11am to 8pm,,,,,,34.0835806,-118.3074151,Los Angeles
THe CliniK,7133 W Sunset Blvd,Los Angeles,CA,90046,3237985243,11am-11pm,look4lee420@gmail.com,,Yes,,,34.0979905,-118.3451412,Los Angeles
Western Caregivers Group,467 N Western Ave,Los Angeles,CA,90004,3234645571,11am to 9pm,,,,,,34.0798041,-118.3093209,Los Angeles
The Sunset Super Shop: open everyday,8921 W Sunset Blvd,West Hollywood,CA,90069,3107286200,Mon-Sat 10am-8pm Sun 12pm-7pm,info@thesunsetsupershop.com,,,,,34.0906579,-118.3862448,Los Angeles
Melrose Caregivers,4906 Melrose Ave,Los Angeles,CA,90004,3239577777,11am to 8pm,,,,,,34.0834725,-118.3072477,Los Angeles
Western Medical Caregivers,901 N Western Ave,Los Angeles,CA,90029,3234670497,Mon - Sat   11am-9pm  Sun 11am-3pm,westmedcare@yahoo.com,,,,,34.0866998,-118.3091596,Los Angeles
Canto Diem,5419 Sunset Blvd,Los Angeles,CA,90027,3234654420,na,,,,,,34.0981556,-118.3075293,Los Angeles
Mary J Caregivers,4534 Fountain Ave,Los Angeles,CA,90029,3236670010,10:00 am - 9:00 pm,maryjcaregivers@yahoo.com,,,,,34.0956072,-118.2877339,Los Angeles
Buddha Bar Collective,440 N. La Cienega Blvd,West Hollywood,CA,90069,3106574202,M-S 10-10 SUN 12-8,buddhabarcollective@gmail.com,,Yes,,Yes,34.0887869,-118.3764064,Los Angeles
California Patients' Alliance,8271 Melrose Ave,Los Angeles,CA,90046,3236551735,M-Sa 11-8,,,,,,34.083951,-118.369685,Los Angeles
ATOMIC COLLECTIVE,1771 N Highland Ave,Los Angeles,CA,90028,3234675100,"10am-10pm 7 Days A Week, Including HOLIDAYS",atomiccollective@yahoo.com,,,,,34.1036046,-118.3387143,Los Angeles
The Factory Hollywood,5125 Hollywood Blvd,Los Angeles,CA,90027,3232203711,MON-SAT: 10AM-9PM SUN: 11AM-8PM,thefactoryhollywood@yahoo.com,,Yes,,,34.1018717,-118.3014248,Los Angeles
City Of Angels Wellness Center,6435 W Sunset Blvd,Hollywood,CA,90028,3234662295,Mon-Sat 11-9 & Sun 12-9,,,,,,34.1012181,-118.325739,Los Angeles
Hezekiah Inc.,6051 Hollywood Blvd,Los Angeles,CA,90028,3234676484,10 am to 8 pm Monday Thu Saturday We are closed on Sunday.,,,,,,34.102033,-118.321913,Los Angeles
Sunset Herbal Corner,7225 W Sunset Blvd,Los Angeles,CA,90046,3238515554,,,,,,,34.0981412,-118.3477729,Los Angeles
Herbal Remedies Caregivers,4743 Fountain Ave,Los Angeles,CA,90027,3239130931,Call,,,,,,34.0955529,-118.2926423,Los Angeles
Heaven On Earth Healing,4517 W Sunset Blvd,Los Angeles,CA,90027,3236618894,10am to 9pm,,,,,,34.0981933,-118.2877478,Los Angeles
Hollywood's Compassionate Caregivers Fountain Ave,6002 Fountain Ave,Los Angeles,CA,90028,3234691100,Mon-Wed 10am-10pm Thurs-Sat 10am- 11pm Sun 11am- 6pm,hccfountain@gmail.com,,,,,34.0943228,-118.3202575,Los Angeles
Universal Herbal Center,3177 Cahuenga Blvd W,Los Angeles,CA,90068,3235124372,,info@uhcherbs.com,,,,,34.1281214,-118.3468885,Los Angeles
Studio City Caregivers,3625 Cahuenga Blvd,Studio City,CA,,3238501847,"M- Sa 11-8, Su 12-5",,,,,,34.1432706,-118.3616812,Los Angeles
MHP - Melrose Herbal Pharmacy,7262 Melrose Ave,Los Angeles,CA,90046,3239331906,11 am - 11 pm,mhp@mhpmelrose.com,,Yes,,,34.084832,-118.351572,Los Angeles
Patients' Collective,1617 Cosmo St,Los Angeles,CA,90028,3234646465,daily  11-10,,,,,,34.100477,-118.328981,Los Angeles
Green House Herbal Center,5224 Hollywood Blvd,Los Angeles,CA,90027,3236662591,10am to 9pm,,,,,,34.1016797,-118.3040913,Los Angeles
Divine Discount Center (DDC),5056 Lankershim Blvd,North Hollywood,CA,91601,8185089948,Mon. to Fri. 11a to 8p & Sat. to Sun. 11a to 6p,,,,,,34.1623846,-118.373097,Los Angeles
Natural Remedies Caregivers,1757-1/2 N Western Ave,Los Angeles,CA,90028,3238719500,Mon-Sat 11-8pm  Sun 11-7 pm,,,Yes,,,34.103295,-118.309911,Los Angeles
Sherman Way Holistic Collective,12736 Sherman Way,North Hollywood,CA,91605,8185829400,8-Oct,swhc420@yahoo.cm,,,,,34.2011797,-118.4107364,Los Angeles
Specialty Collectives,11307 Vanowen St,North Hollywood,CA,91605,8183584271,11am-8pm 7days a week,aaronh@specialtycollectives.com,,,,,34.194302,-118.377049,Los Angeles
North Hollywood Compassionate Caregivers,6760 Lankershim Blvd,North Hollywood,CA,91606,8189822334,10a to 10p 7 days a week,,,,,,34.1937913,-118.3877518,Los Angeles
Patients and Caregivers (PAC),6141 Vineland Ave,North Hollywood,CA,91606,8185881307,Mon. to Sat. 10a to 8p & Sun. 10a to 6p,,,,,,34.1823539,-118.370629,Los Angeles
C.C.C.N. California Compassionate Care Network,4720 Vineland Ave,North Hollywood,CA,91602,8189806337,11am to 9pm 7 days a week,,,,,,34.1561474,-118.3702054,Los Angeles
North Hollywood Healing Center (NHHC),12517 Oxnard St,North Hollywood,CA,91607,8187623766,8 am - 8 pm,nhhc420@yahoo.com,,,,,34.1794248,-118.4059859,Los Angeles
Kush House Care,6446 Lankershim Blvd,North Hollywood,CA,91606,8187665874,10am - 11pm,kushhousecare@gmail.com,,,,,34.188109,-118.387365,Los Angeles
Natural Choice Healing Center,6006 Vantage Ave,North Hollywood,CA,91606,8183582620,7 days a week 11am-8pm,naturalchoicehealingcenter@gmail.com,http://www.NaturalChoiceHealingCenter.com/,Yes,,,34.179721,-118.39741,Los Angeles
No Ho Herbal Medicine,12032 Vose St,North Hollywood,CA,91605,8187655933,10:30a to 10p 7 days a week,,,,,,34.198181,-118.395372,Los Angeles
Divine Wellness Center,5056 Lankershim Blvd,North Hollywood,CA,91601,8185089948,Mon-Fri 11am-9pm | Sat 10am-8pm | Sun 10am-7pm,divinewellnesscenter@gmail.com,,,,,34.1623846,-118.373097,Los Angeles
Universal Medical Caregivers Los Angeles collective dispensary north hollywood,3441 Cahuenga Blvd W,Los Angeles,CA,90068,3235123002,10am-8pm 7days,thebestmedicalpot@gmail.com,,,,,34.1322324,-118.3532348,Los Angeles
AM Organic Solutions,7248 Fulton Ave,North Hollywood,CA,91605,8187645200,Mon. to Thurs. 10a to 9p & Fri. to Sat. 10a to 11p & Sun. 10a to 6p,,,,,,34.2026377,-118.4225054,Los Angeles
NoHo 5656,5656 Cahuenga Blvd,North Hollywood,CA,91601,8184040358,Mon. to Thurs: 10a to 10p & Fri. to Sat: 10a to Midnight & Sun: 11a to 8p,,,,,,34.1737269,-118.3615466,Los Angeles
Harmony House Collective,11651 Sherman Way,North Hollywood,CA,91605,8189824420,"Sun- Thurs, 11 -8p, Fri-Sat, 11a-10p",,,,,,34.201514,-118.386364,Los Angeles
TLC,11436 Hatteras St,North Hollywood,CA,91601,8187528420,na,,,,,,34.175607,-118.380387,Los Angeles
Vanowen Caretivers,11232 Vanowen St,North Hollywood,CA,91605,8189803600,9AM-8PM,vanowen.caregivers@gmail.com,,,,,34.1939327,-118.3760546,Los Angeles
Patients Against Pain,6240 Laurel Canyon Blvd,Los Angeles,CA,91606,8187527274,10am to 8pm,,,,,,34.184454,-118.3962647,Los Angeles
Valley Holistic Caregivers,7200 Vineland Ave,Sun Valley,CA,91352,8182555511,11am-8pm 7 days a week,,,Yes,,,34.201597,-118.369813,Los Angeles
Herb Doc HD,11024 Victory Blvd,North Hollywood,CA,91606,8187604004,Mon-Thr 11 am- 9 pm Fr-Sun 11 am-10 pm,,,,,,34.1861109,-118.371211,Los Angeles
Taylor's Joynt,5653 Cahuenga Blvd,North Hollywood,CA,91601,,na,,,,,,34.1737202,-118.3615935,Los Angeles
Studio City Medical Marijuana Patient Collective,4707 Whitsett Ave,Studio City,CA,91604,8184871887,Mon-Sun 11am to 8pm,,,,,,34.156163,-118.4052431,Los Angeles
MedX  Collective,441 E 16th St,Los Angeles,CA,90015,2137466256,Open Seven Days A Week 10:00AM to 8:00PM,medx441@gmail.com,,,Yes,,34.0310917,-118.258055,Los Angeles
The Kush Doc Los Angeles,106 E 17th St,Los Angeles,CA,90015,8775258743,"11am-7pm M-F, 12pm-5pm Saturday, Closed Sunday",kushdoc215@gmail.com,,Yes,,,34.032782,-118.2631394,Los Angeles
"Holistic Healing Alternatives Donation 35,40,42,45,50,55 an 1/8th",1400 S Olive St,Los Angeles,CA,90015,2137464445,M-S 11am-7pm Sun 11am -5pm,,,,Yes,,34.03656,-118.2642611,Los Angeles
City Compassionate Caregivers,606 E. 4th St.,Los Angeles,CA,90013,2132217086,10 am to 8pm,,,,Yes,,34.043925,-118.2424291,Los Angeles
MedGo Delivery Service,,Los Angeles,CA,90004,3232022807,Mon - Sat :10am - 10pm (Last calls at 9pm)  Sunday 12 - 8,MedGo420@gmail.com,http://twitter.com/MedGo,,Yes,"MedGo Delivery Service                         
                        Yes",34.0748887,-118.3082034,Los Angeles
Olive Tree Collective ~ FREE Gram for New 1st Time Patients! ~ Near Pershing Square Downtown LA,643 S Olive St,Los Angeles,CA,90014,2136272940,"Mon-Fri 11-7, Sat 11-5",olivetree215@gmail.com,,Yes,Yes,,34.0471371,-118.2551377,Los Angeles
Downtown Collective,1600 S Hill St,Los Angeles,CA,90015,2137465420,11am to 8pm M-SAT,,,Yes,,,34.034366,-118.264466,Los Angeles
My Private Collective (MPC),,Los Angeles,CA,90048,8884202368,9 AM till 10 PM,MPC@myprivatecollective.com,http://www.myprivatecollective.com,,,Yes,34.0713986,-118.376189,Los Angeles
New Era Caregivers,1238 S Flower St,Los Angeles,CA,90015,2137477969,mon-fri 10am-8pm sun-11am-7pm,unprofessiona1@aol.com,,Yes,,,34.040413,-118.265977,Los Angeles
SocalCC.com   310-210-1832    Venice    Marina Del Rey    Santa Monica,,Marina del Rey,CA,90292,3102101832,11am-12am,delivery@socalcc.com,http://www.socalcc.com,,Yes,Yes,33.9802893,-118.4517449,Los Angeles
Canna Health Caregivers,5208 W Pico Blvd,Los Angeles,CA,90019,3237438070,"10 to 8 Mon-Sat, 10 to 7 Sun",chc.cannahealth@gmail.com,,,Yes,,34.04787,-118.351992,Los Angeles
Downtown Patients Group D.T.P.G,1753 S Hill St,Los Angeles,CA,90015,2137473386,Mon-Sat 11am to 8pm Sun 10am to 6pm,,,,,,34.0335735,-118.2654897,Los Angeles
Downtown Natural Caregivers (DNC),312 Wall St,Los Angeles,CA,90013,2136250301,Open 7 Days: 11a to 9p,,,,,,34.0477106,-118.2438943,Los Angeles
Sunset Organic Center,2210 Sunset Blvd,Los Angeles,CA,90026,2139087442,10a to 11p 7 days a week,,,,,,34.0785346,-118.2670594,Los Angeles
Nature's Wonder Caregivers Group Inc.,1330 W Olympic Blvd,Los Angeles,CA,90015,2133805874,,,,,,,34.0476707,-118.2709187,Los Angeles
La Brea Collective,812 South la Brea Boulevard,Los Angeles,CA,90036,3239393374,Noon-Midnight 7 days per week,,,,,,34.078592,-118.344379,Los Angeles
Korea Town Collective,3567 W 3rd St,Los Angeles,CA,90004,2133842403,M-Sa 11-10  Su 12-10,,,,,,34.069249,-118.293793,Los Angeles
Vermont Herbal Center,955 S Vermont Ave,Los Angeles,CA,90006,2133875203,7am to 9pm 7 day a week,,,,,,34.0538482,-118.2918682,Los Angeles
California Caregivers Alliance,2815 W Sunset Blvd,Los Angeles,CA,90026,2133530100,M-Sa 10-8  Su 11-8,,,,,,34.0821928,-118.2720388,Los Angeles
Holistic Harvest - the best of the harvest,3511 W Olympic Blvd,Los Angeles,CA,90019,3237668865,M-SAT 11am-8pm  -  Sun 12-5pm,holistic.harvest@att.net,http://www.h-h-la.com,,,,34.05296,-118.315199,Los Angeles
Soto St. Collective,1260 S Soto St,Los Angeles,CA,90023,3232628288,11am to 8pm,,,,,,34.0265542,-118.2195671,Los Angeles
MELROSE COMPASSION CENTER,654 N Manhattan Pl,Los Angeles,CA,90004,3234668700,M-F 11AM TO 9PM SUN. 12PM TO 5PM,INFO@MCC420.COM,,,,,34.083184,-118.309914,Los Angeles
Absolute Herbal Pain Solutions,901 S La Brea Ave,Los Angeles,CA,90036,3239326263,Mon. to Sun. 11a to 12a,,,,,,34.058672,-118.345783,Los Angeles
Higher Living LA Cooperative Corporation,,Los Angeles,CA,90023,2137250681,9 am - 8 pm,higherlivingla@gmail.com,,,,Yes,34.0224471,-118.2000277,Los Angeles
420 Grand Caregivers,2802 S Grand Ave,Los Angeles,CA,90007,2137481992,Open 7 Days: 11a to 8p,,,,,,34.0241165,-118.2737471,Los Angeles
Therapeutic Recovery Collective,608 N Hoover St,Los Angeles,CA,90026,3236655006,"Please, call",therapeuticrecovery@gmail.com,,,,,34.0819734,-118.284424,Los Angeles
Herbal Medicine For You (HMFY),2637 Whittier Blvd,Los Angeles,CA,90023,3232642224,Open 7 Days: 10a to 7p,,,,,,34.0329551,-118.2124664,Los Angeles
Hyperion Healing,1913 Hyperion Ave,Los Angeles,CA,90027,3239531913,12pm to 7pm,,,,,,34.0975967,-118.2755598,Los Angeles
Adams Green Herbal Caregivers,2603 S Normandie Ave,Los Angeles,CA,90018,3237328717,10am to 10pm,,,,,,34.032389,-118.300589,Los Angeles
BEST QUALITY HERBAL MEDICINE,1833 E Vernon Ave,Los Angeles,CA,90058,3232331779,M-S:10-7 SUN:10-6,bestquality@yahoo.com,http://everything420.com/BestQualityHerbal,,,,34.0040255,-118.2404106,Los Angeles
Divine Healing,2501 W Sunset Blvd,Los Angeles,CA,90026,2133530402,MON - SAT 11:00am - 10:00pm  SUN 12:00pm - 6:00pm,DivineHealingCollective@gmail.com,,,,,34.079927,-118.269049,Los Angeles
L.A. Wonderland Caregivers,4410 W Pico Blvd,Los Angeles,CA,90019,3239364410,,,,,,,34.0480469,-118.3307769,Los Angeles
THC Ministry So Cal,420 W Pico Blvd,Los Angeles,CA,90015,,,,http://www.myspace.com/thcministrysocal,Yes,,,34.0391679,-118.2650244,Los Angeles
KKC Collective,2214 S Vermont Ave,Los Angeles,CA,90007,3237332581,10a to 10p 7 days a week,,,,,,34.0355795,-118.291386,Los Angeles
Herbal Love Downtown (HLDT),4120 S Broadway,Los Angeles,CA,90037,,Mon. to Sat. 11a to 9p & Sun. 12p to 8p,,,,,,34.008524,-118.277974,Los Angeles
Cafe 420,4285 Crenshaw Blvd,Los Angeles,CA,90008,3232994420,M-Thu 10-10pm F-Sun 10-12am,cafe420la@gmail.com,,,,,34.0057547,-118.3342544,Los Angeles
Adams/Hill Discount Center,2602 S Hill St,Los Angeles,CA,90007,2134408595,,,,,,,34.0255771,-118.2709459,Los Angeles
S L  Caregivers,201 W Olympic Blvd,Los Angeles,CA,90015,2134871700,M-Sa 10-8  Su 11-7,,,,,,34.041956,-118.256257,Los Angeles
Living Earth Wellness Center,4207 W Pico Blvd,Los Angeles,CA,90019,3239365000,11am to 7:30pm,,,,,,34.0478536,-118.3271163,Los Angeles
At Downtown Wellness Center,312 W Olympic Blvd,Los Angeles,CA,90015,2137463355,11am to 7pm,,,,,,34.0416879,-118.2586112,Los Angeles
Bluegate Collective ~  FREE GRAM for 1st Time Patients!!,3428 Whittier Blvd,Los Angeles,CA,90023,3232633009,"Mon-Sat 11-8, Sun 11-7",bluegate215@yahoo.com,,Yes,Yes,,34.027046,-118.200202,Los Angeles
AMCC Covina,20050 E Arrow Hwy,Covina,CA,91724,6267320200,11-7 daily,,,,,,34.1063789,-117.862158,Los Angeles
My Private Collective MPC - West Covina Marijuana Delivery,,West Covina,CA,91791,1888420,9 AM till 10 PM,MPC@myprivatecollective.com,http://www.MyPrivateCollective.com,,,Yes,34.0566376,-117.8956062,Los Angeles
House of Kush,1632 Colorado Blvd,Los Angeles,CA,90041,3232595874,Sun-Thurs 11-10   Fri & Sat 11-12,,,Yes,,,34.139106,-118.202183,Los Angeles
California Herbal Remedie,5468 Valley Blvd,Los Angeles,CA,90032,3233429110,M-TH 10-9 F-Su 10-8,,,,,,34.073399,-118.163822,Los Angeles
Medical Caregivers Association,4344 Eagle Rock Blvd N,Los Angeles,CA,90041,3235515874,11am to 8pm,,,,,,34.1232878,-118.2219102,Los Angeles
Organic Healing Center,1733 Colorado Blvd,Los Angeles,CA,90041,3232577200,"Mon-Sat 11am - 10pm, Sun 11am - 7pm",,,,,,34.1394419,-118.2055743,Los Angeles
Tender Love Collective (TLC),2439 Riverside Dr,Los Angeles,CA,90039,3236602542,Mon-Sat 11AM-8PM / Sun 12PM-6PM,TenderLove_collective@yahoo.com,,,,,34.1053309,-118.2553289,Los Angeles
Pico Collective,1355 S Genesee Ave,Los Angeles,CA,90019,3236581303,Daily 10 to 9,info@picocollective.com,,,,,34.0511134,-118.3632347,Los Angeles
House of Kush Collective,1632 Colorado Blvd,Los Angeles,CA,90041,3232595874,S-Th 11a-10p F&Sa 11a-12a,houseofkush@gmail.com,,,,,34.139106,-118.202183,Los Angeles
United Herbal Center,2703 W 8th St,Los Angeles,CA,90005,2137397038,Mon-Fri 11am to 10pm Sat 12pm to 10pm Sun 12pm to 9pm,,,,,,34.0577475,-118.2846052,Los Angeles
Today's Holistic Collective (626) 918-1500,1359 N Hacienda Blvd,La Puente,CA,91744,6269181500,Mon-Sat 10-7 Sun 12-5,thc@todaysholisticcollective.com,http://www.facebook.com/pages/manage/#!/pages/La-Puente-CA/Todays-Holistic-Collective/131440186889202?ajaxpipe=1&__a=7,Yes,Yes,,34.0450154,-117.9491198,Los Angeles
Trinity Wellness Center - 626.369.3300 - La Puente,15747 Amar Rd,La Puente,CA,91744,6263693300,9-Oct,lapuentedispensary@gmail.com,http://www.google.com/profiles/LaPuenteDispensary,Yes,,,34.036967,-117.941658,Los Angeles
La Puente Collective,824 N Hacienda Blvd,La Puente,CA,91744,6267234163,10am - 7 pm  sunday 12pm-5pm,lapuentecollective@gmail.com,,Yes,,,34.034097,-117.949744,Los Angeles
Good People Collective (626)968-5000,1038 N Hacienda Blvd,La Puente,CA,91744,6269685000,Mon-Sat 10AM-7PM - Sun.12PM--5PM,jimmy@gpmembers.com,,,Yes,,34.0382982,-117.9497058,Los Angeles
Natural Choice,1651 N Hacienda Blvd,La Puente,CA,91744,6269177499,Mon.- Sat. 10am-7pm; Sun. 12pm-5pm,cvaletta@aol.com,,,Yes,,34.0499,-117.946236,Los Angeles
LA PUENTE CO-OP,15524 Amar Rd,La Puente,CA,91744,6267234218,MON-SAT:10:00 am - 7:00 pm SUN 12pm-5pm,lpcoop420@gmail.com,,,Yes,,34.0368611,-117.9467865,Los Angeles
The Herbal Connection,,Alhambra,CA,91801,3235169016,10am - 12 am,halosmoker420@gmail.com,,,,Yes,34.0837958,-118.1181199,Los Angeles
Azusa Patient Remedies,393 S Azusa Ave,La Puente,CA,91744,6268393883,Mon-Sat 10AM to 7PM Sun 12PM to 5PM,Azusapatient@yahoo.com,,,Yes,,34.0157736,-117.9214703,Los Angeles
San Gabriel Valley Compassionate Care,1718 Potrero Ave.  Unit I (all the way at the end of the driveway),South El Monte,CA,91733,6264443420,11 am - 7 pm Mon - Sat; Closed Sunday,SGVCC@att.net,,Yes,Yes,,34.0519548,-118.0467339,Los Angeles
Green Comfort Collective,15420 Fairgrove Ave,La Puente,CA,91744,6263439039,"NEW HOURS 10.A.,M-8P.M..$50cap Donation",GreenComfortCollective@yahoo.com,,Yes,,,34.0420348,-117.9486759,Los Angeles
The Eco Compliance Collective,11938 E Washington Blvd,Santa Fe Springs,CA,90670,5629452403,11-7 Mon-Sun,ecocompliancecollective@gmail.com,,Yes,,,33.9685722,-118.056855,Los Angeles
THC 2,15416 W Francisquito Ave,La Puente,CA,91744,6269191999,10 TO 7 MONDAY THRU SATURDAY AND 12 TO 5 SUNDAYS,,,Yes,Yes,,34.0493969,-117.948089,Los Angeles
Farm Assist Caregivers,21450 Golden Springs Dr,Diamond Bar,CA,91789,9094689200,Mon - Sat 11am - 7pm,,,,,,34.000933,-117.836577,Los Angeles
Farm Assist Remedies Ministry,2112 Rosemead Blvd,South El Monte,CA,91733,6264424400,Mon - Sat 11:00am-7:00pm,,,,,,34.053111,-118.06368,Los Angeles
Natural Selection Collective,,La Puente,CA,91746,6263692102,10am-8pm,,,,,Yes,34.0438404,-117.9893301,Los Angeles
Marijuana Medicine Evaluation Center,13200 Crossroads Pkwy N,Industry,CA,91746,8002684420,,,,,,,34.0301029,-118.012713,Los Angeles
Therapetic Herbal Clinics,14322 Valley Blvd,Industry,CA,91746,8778464322,,,,Yes,,,34.038196,-117.9796069,Los Angeles
Santa Fe Compassionate Health Center ~ SFCHC,13128 Telegraph Rd,Santa Fe Springs,CA,90670,5629411111,Sat-Thurs(10-8) Fri-10-9,,http://www.sfchc.net,Yes,,,33.941246,-118.05265,Los Angeles
"Santa Fe Springs Dispensary, CA",13844 E. Rosecrans Avenue,Santa Fe Springs,CA,90670,5629218300,10:00am to 08:00pm DAILY,tricitypatientsassociation@yahoo.com,,,,,33.9414796,-118.0712981,Los Angeles
CBN Cannabis Delivery Collective,,La Habra,CA,90631,5623381256,MONDAY: 8PM-12PM  TUESDAY: CLOSED  WEDNESDAY: 8PM-12PM  THURSDAY: CLOSED  FRIDAY: 8PM-12PM  SATURDAY: 8PM-12PM  SUNDAY: CLOSED,c.b.n.collective@hotmail.com,http://www.cbncollective.webs.com/,,Yes,Yes,33.9319578,-117.9461734,Orange
